time,phase,p_EE_x,p_EE_y,p_EE_z,p_d_x,p_d_y,p_d_z,tool_contact_x,tool_contact_y,tool_contact_z,first_contact_tcp_x,first_contact_tcp_y,first_contact_tcp_z,first_contact_x,first_contact_y,first_contact_z,edge_target_x,edge_target_y,edge_target_z,tool_contact_offset_ee_x,tool_contact_offset_ee_y,tool_contact_offset_ee_z,e_p_x,e_p_y,e_p_z,e_R_x,e_R_y,e_R_z,angular_deviation_t1_deg,angular_deviation_t2_deg,angular_deviation_normal_deg,angular_deviation_deg,pdot_x,pdot_y,pdot_z,pdot_d_x,pdot_d_y,pdot_d_z,omega_x,omega_y,omega_z,f_x,f_y,f_z,m_x,m_y,m_z,external_force_x,external_force_y,external_force_z,external_moment_x,external_moment_y,external_moment_z,contact_force_bias_x,contact_force_bias_y,contact_force_bias_z,contact_moment_bias_x,contact_moment_bias_y,contact_moment_bias_z,force_after_contact_x,force_after_contact_y,force_after_contact_z,moment_after_contact_x,moment_after_contact_y,moment_after_contact_z,push,nullspace_mode,tau_nullspace_norm,nullspace_damping,disturbance_scale,disturbance_torque_scale,disturbance_point_base_x,disturbance_point_base_y,disturbance_point_base_z,disturbance_force_base_x,disturbance_force_base_y,disturbance_force_base_z,tau_disturbance_1,tau_disturbance_2,tau_disturbance_3,tau_disturbance_4,tau_disturbance_5,tau_disturbance_6,tau_disturbance_7,tau_cmd_1,tau_cmd_2,tau_cmd_3,tau_cmd_4,tau_cmd_5,tau_cmd_6,tau_cmd_7
6.828000000,2,0.514553931,0.005511686,0.018621155,0.511822191,-0.005773899,-0.209958899,0.532216654,-0.054742350,-0.002765812,0.516304478,0.001416429,0.049826199,0.534774271,-0.055971073,0.001354690,0.530635554,-0.062610260,-0.238517760,0.020000000,0.060000000,0.020000000,-0.002731740,-0.011285585,-0.228580054,0.133238497,-0.035092167,0.004653703,-1.747258147,-2.441503334,0.000000000,3.002307373,-0.000505185,0.000490233,-0.000177720,-0.000000000,-0.000000000,-0.000000000,0.000061514,0.001187533,0.000110219,1.163636043,-12.214557131,-79.791459914,0.670740493,-0.170266721,0.292030490,-0.026041519,-11.726014937,-79.169560706,0.387850970,40.482427813,-5.903477610,-0.431871955,-0.149427806,-1.009320655,0.983265445,-0.597495209,-0.205968062,0.405830436,-11.576587131,-78.160240052,-0.595414475,41.079923022,-5.697509548,0.240000000,3,0.999696627,2.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-6.539578177,40.658114877,-4.564495106,-22.166087822,-0.749431798,-5.021534842,0.051628422
6.829000000,2,0.514553561,0.005510381,0.018620200,0.511822191,-0.005773899,-0.209958899,0.532216353,-0.054743663,-0.002766686,0.516304478,0.001416429,0.049826199,0.534774271,-0.055971073,0.001354690,0.530635554,-0.062610260,-0.238517760,0.020000000,0.060000000,0.020000000,-0.002731369,-0.011284281,-0.228579099,0.133239433,-0.035090713,0.004653153,-1.747202903,-2.441422582,0.000000000,3.002209554,-0.000698692,-0.000098352,-0.000514720,-0.000000000,-0.000000000,-0.000000000,-0.000219830,0.001395260,0.000285207,1.208340513,-12.107815669,-79.754844498,0.671165400,-0.170650327,0.291796680,-0.024340504,-11.730945849,-79.164688673,0.388785466,40.480367283,-5.906097385,-0.431871955,-0.149427806,-1.009320655,0.983265445,-0.597495209,-0.205968062,0.407531451,-11.581518043,-78.155368018,-0.594479978,41.077862491,-5.700129324,0.240000000,3,1.001425460,2.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-6.486059292,40.621641090,-4.501053229,-22.127894518,-0.748571189,-5.009922247,0.052520981
6.830000000,2,0.514555774,0.005512617,0.018622626,0.511822191,-0.005773899,-0.209958899,0.532218929,-0.054741321,-0.002764258,0.516304478,0.001416429,0.049826199,0.534774271,-0.055971073,0.001354690,0.530635554,-0.062610260,-0.238517760,0.020000000,0.060000000,0.020000000,-0.002733583,-0.011286517,-0.228581525,0.133238447,-0.035086684,0.004648699,-1.747247616,-2.441209993,0.000000000,3.002062701,0.000422360,0.000672917,0.000513218,-0.000000000,-0.000000000,-0.000000000,0.000173395,-0.001011773,0.001758956,0.947078469,-12.247566310,-79.867187438,0.670577339,-0.166047314,0.289753670,-0.020375411,-11.736185848,-79.161605767,0.389637540,40.479793568,-5.908901798,-0.431871955,-0.149427806,-1.009320655,0.983265445,-0.597495209,-0.205968062,0.411496544,-11.586758042,-78.152285113,-0.593627904,41.077288777,-5.702933736,0.240000000,3,1.000416038,2.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-6.558056787,40.770055891,-4.579901716,-22.311133418,-0.748436983,-5.077783424,0.054186628
6.831000000,2,0.514557355,0.005511045,0.018624195,0.511822191,-0.005773899,-0.209958899,0.532220498,-0.054742877,-0.002762747,0.516304478,0.001416429,0.049826199,0.534774271,-0.055971073,0.001354690,0.530635554,-0.062610260,-0.238517760,0.020000000,0.060000000,0.020000000,-0.002735163,-0.011284944,-0.228583094,0.133236485,-0.035083464,0.004650249,-1.747362912,-2.441019655,0.000000000,3.001975034,0.000634814,-0.000099407,0.000514266,-0.000000000,-0.000000000,-0.000000000,0.000679463,-0.001302588,0.000719560,0.894824301,-12.106816140,-79.868856372,0.669808656,-0.165497942,0.291086558,-0.018317131,-11.740987278,-79.164349201,0.390569419,40.481656866,-5.911437605,-0.431871955,-0.149427806,-1.009320655,0.983265445,-0.597495209,-0.205968062,0.413554824,-11.591559472,-78.155028546,-0.592696025,41.079152074,-5.705469544,0.240000000,3,0.999332561,2.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-6.483447351,40.783792039,-4.493846343,-22.336844396,-0.747499724,-5.091145480,0.052490155
6.832000000,2,0.514554655,0.005509503,0.018621210,0.511822191,-0.005773899,-0.209958899,0.532217374,-0.054744574,-0.002765646,0.516304478,0.001416429,0.049826199,0.534774271,-0.055971073,0.001354690,0.530635554,-0.062610260,-0.238517760,0.020000000,0.060000000,0.020000000,-0.002732464,-0.011283402,-0.228580109,0.133240059,-0.035091245,0.004654194,-1.747169680,-2.441448910,-0.000000000,3.002211630,-0.000310021,-0.000552322,-0.000402524,-0.000000000,-0.000000000,-0.000000000,-0.000332338,0.001056097,-0.001975591,1.116567973,-12.024952631,-79.767830454,0.671326067,-0.170052116,0.294573572,-0.019435118,-11.742338661,-79.169883024,0.390477706,40.484082571,-5.912144353,-0.431871955,-0.149427806,-1.009320655,0.983265445,-0.597495209,-0.205968062,0.412436837,-11.592910855,-78.160562370,-0.592787739,41.081577780,-5.706176292,0.240000000,3,1.000235165,2.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-6.439509452,40.655217072,-4.447103771,-22.179901762,-0.749392416,-5.032128759,0.049260165
6.833000000,2,0.514560148,0.005510998,0.018626387,0.511822191,-0.005773899,-0.209958899,0.532223260,-0.054743027,-0.002760290,0.516304478,0.001416429,0.049826199,0.534774271,-0.055971073,0.001354690,0.530635554,-0.062610260,-0.238517760,0.020000000,0.060000000,0.020000000,-0.002737956,-0.011284897,-0.228585286,0.133238842,-0.035076917,0.004653653,-1.747234550,-2.440632413,0.000000000,3.001585439,0.001455800,0.000117932,0.001173934,-0.000000000,-0.000000000,-0.000000000,0.000253325,-0.003527761,-0.001157337,0.700949056,-12.144070622,-79.941501374,0.670449504,-0.161280731,0.293490367,-0.020501868,-11.739307371,-79.175430730,0.389240354,40.486867355,-5.910701960,-0.431871955,-0.149427806,-1.009320655,0.983265445,-0.597495209,-0.205968062,0.411370086,-11.589879565,-78.166110076,-0.594025090,41.084362564,-5.704733899,0.240000000,3,0.999081864,2.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-6.499042480,40.887187663,-4.508307824,-22.468627639,-0.750070594,-5.142270944,0.049928835
6.834000000,2,0.514556472,0.005510678,0.018622484,0.511822191,-0.005773899,-0.209958899,0.532219433,-0.054743354,-0.002764299,0.516304478,0.001416429,0.049826199,0.534774271,-0.055971073,0.001354690,0.530635554,-0.062610260,-0.238517760,0.020000000,0.060000000,0.020000000,-0.002734281,-0.011284577,-0.228581382,0.133239031,-0.035083494,0.004653383,-1.747224704,-2.441009247,0.000000000,3.001886125,-0.000317551,-0.000014865,-0.000320007,-0.000000000,-0.000000000,-0.000000000,-0.000130590,0.000385221,0.000048204,1.114912605,-12.122791025,-79.776469047,0.671029286,-0.168704635,0.292084463,-0.024511660,-11.736157548,-79.182731610,0.387860796,40.489497866,-5.909083722,-0.431871955,-0.149427806,-1.009320655,0.983265445,-0.597495209,-0.205968062,0.407360294,-11.586729742,-78.173410955,-0.595404649,41.086993075,-5.703115661,0.240000000,3,0.999279099,2.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-6.491838031,40.664649235,-4.508539697,-22.187605610,-0.747964156,-5.033667117,0.051384574
6.835000000,2,0.514557398,0.005509620,0.018624114,0.511822191,-0.005773899,-0.209958899,0.532220395,-0.054744435,-0.002762574,0.516304478,0.001416429,0.049826199,0.534774271,-0.055971073,0.001354690,0.530635554,-0.062610260,-0.238517760,0.020000000,0.060000000,0.020000000,-0.002735207,-0.011283519,-0.228583013,0.133239763,-0.035080720,0.004653984,-1.747183548,-2.440848440,0.000000000,3.001731410,0.000076050,-0.000358285,0.000396409,-0.000000000,-0.000000000,-0.000000000,-0.000416523,-0.000496349,0.000189659,1.023600406,-12.058122459,-79.857283211,0.671460630,-0.167017079,0.291929427,-0.025833009,-11.733543417,-79.189167867,0.386771028,40.492448775,-5.907796600,-0.431871955,-0.149427806,-1.009320655,0.983265445,-0.597495209,-0.205968062,0.406038945,-11.584115611,-78.179847213,-0.596494416,41.089943983,-5.701828538,0.240000000,3,1.002161046,2.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-6.459782875,40.734354848,-4.464389699,-22.260390919,-0.748518359,-5.061406997,0.052648835
6.836000000,2,0.514559163,0.005509471,0.018624583,0.511822191,-0.005773899,-0.209958899,0.532222232,-0.054744565,-0.002762099,0.516304478,0.001416429,0.049826199,0.534774271,-0.055971073,0.001354690,0.530635554,-0.062610260,-0.238517760,0.020000000,0.060000000,0.020000000,-0.002736971,-0.011283370,-0.228583482,0.133239632,-0.035079821,0.004653135,-1.747188752,-2.440800463,0.000000000,3.001695426,0.000623857,0.000109240,0.000134050,-0.000000000,-0.000000000,-0.000000000,-0.000017086,-0.000862578,0.001146290,0.892983406,-12.141497540,-79.825985669,0.670868063,-0.166301542,0.290726981,-0.025812931,-11.731049618,-79.193746916,0.385713162,40.494844208,-5.906581516,-0.431871955,-0.149427806,-1.009320655,0.983265445,-0.597495209,-0.205968062,0.406059024,-11.581621812,-78.184426261,-0.597552283,41.092339416,-5.700613454,0.240000000,3,1.001377468,2.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-6.502764026,40.762613117,-4.514350631,-22.325953453,-0.748387287,-5.087505232,0.053581682
6.837000000,2,0.514556057,0.005511399,0.018623228,0.511822191,-0.005773899,-0.209958899,0.532219063,-0.054742574,-0.002763681,0.516304478,0.001416429,0.049826199,0.534774271,-0.055971073,0.001354690,0.530635554,-0.062610260,-0.238517760,0.020000000,0.060000000,0.020000000,-0.002733866,-0.011285298,-0.228582127,0.133237774,-0.035086157,0.004651449,-1.747292648,-2.441168872,-0.000000000,3.002055472,-0.000610172,0.000420353,-0.000442117,-0.000000000,-0.000000000,-0.000000000,0.000335283,0.001448029,0.000799335,1.183158827,-12.201932948,-79.762812590,0.670330228,-0.170719673,0.291098346,-0.027466494,-11.730518933,-79.195201229,0.385130491,40.495085834,-5.906286964,-0.431871955,-0.149427806,-1.009320655,0.983265445,-0.597495209,-0.205968062,0.404405461,-11.581091127,-78.185880574,-0.598134954,41.092581043,-5.700318902,0.240000000,3,1.000361217,2.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-6.534506992,40.636677205,-4.558628765,-22.146776592,-0.748891271,-5.015044168,0.052862571
6.838000000,2,0.514556258,0.005510607,0.018622011,0.511822191,-0.005773899,-0.209958899,0.532219028,-0.054743446,-0.002764870,0.516304478,0.001416429,0.049826199,0.534774271,-0.055971073,0.001354690,0.530635554,-0.062610260,-0.238517760,0.020000000,0.060000000,0.020000000,-0.002734067,-0.011284506,-0.228580910,0.133238308,-0.035086859,0.004655189,-1.747271273,-2.441194162,-0.000000000,3.002063596,-0.000112895,-0.000060690,-0.000360378,-0.000000000,-0.000000000,-0.000000000,-0.000002918,0.000364821,-0.000846817,1.067948213,-12.114573370,-79.771445459,0.670832136,-0.168697684,0.293251743,-0.028078908,-11.731932212,-79.190964473,0.385151941,40.492918147,-5.907064792,-0.431871955,-0.149427806,-1.009320655,0.983265445,-0.597495209,-0.205968062,0.403793047,-11.582504406,-78.181643818,-0.598113503,41.090413356,-5.701096730,0.240000000,3,0.998497098,2.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-6.485759160,40.676549646,-4.502220752,-22.211485719,-0.748608386,-5.043529937,0.049922734
