time,phase,p_EE_x,p_EE_y,p_EE_z,p_d_x,p_d_y,p_d_z,tool_contact_x,tool_contact_y,tool_contact_z,first_contact_tcp_x,first_contact_tcp_y,first_contact_tcp_z,first_contact_x,first_contact_y,first_contact_z,edge_target_x,edge_target_y,edge_target_z,tool_contact_offset_ee_x,tool_contact_offset_ee_y,tool_contact_offset_ee_z,e_p_x,e_p_y,e_p_z,e_R_x,e_R_y,e_R_z,alignment_error_t1_deg,alignment_error_t2_deg,alignment_error_normal_deg,alignment_angle_deg,pdot_x,pdot_y,pdot_z,pdot_d_x,pdot_d_y,pdot_d_z,omega_x,omega_y,omega_z,f_x,f_y,f_z,m_x,m_y,m_z,external_force_x,external_force_y,external_force_z,external_moment_x,external_moment_y,external_moment_z,contact_force_bias_x,contact_force_bias_y,contact_force_bias_z,contact_moment_bias_x,contact_moment_bias_y,contact_moment_bias_z,force_after_contact_x,force_after_contact_y,force_after_contact_z,moment_after_contact_x,moment_after_contact_y,moment_after_contact_z,push,nullspace_mode,tau_nullspace_norm,nullspace_damping,disturbance_scale,disturbance_torque_scale,disturbance_point_base_x,disturbance_point_base_y,disturbance_point_base_z,disturbance_force_base_x,disturbance_force_base_y,disturbance_force_base_z,tau_disturbance_1,tau_disturbance_2,tau_disturbance_3,tau_disturbance_4,tau_disturbance_5,tau_disturbance_6,tau_disturbance_7,tau_cmd_1,tau_cmd_2,tau_cmd_3,tau_cmd_4,tau_cmd_5,tau_cmd_6,tau_cmd_7
1.275000000,1,0.522166629,0.008351209,0.134253071,0.530885870,0.001728568,0.129382695,0.540997735,-0.048431043,0.105598433,0.531360098,0.002489308,0.156868080,0.531360098,0.002489308,0.156868080,0.531360098,0.002489308,0.156868080,0.020000000,0.060000000,0.020000000,0.008719241,-0.006622641,-0.004870376,0.007888890,-0.003587847,0.000103147,-9.548101814,-0.202243856,0.000000000,9.550243495,0.000661961,-0.004945364,-0.067405319,-0.001724466,-0.002766328,-0.099946854,0.008653355,0.008853898,0.028344761,0.991914911,-0.818703483,-4.902886977,2.203887010,-1.339229038,-0.046344114,0.078413473,-0.606304770,-0.951319672,1.290116503,-0.218924968,-0.326708558,0.420067122,-0.688853229,1.763352243,1.304079290,-0.289185110,-0.240547893,-0.341653650,0.082548460,-2.714671914,-0.013962788,0.070260142,-0.086160665,0.000000000,3,0.945208441,2.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.150238750,1.010179851,-0.587253513,0.018575765,1.481836803,0.753022583,-0.411732239
1.276000000,1,0.522151626,0.008347554,0.134172100,0.530884145,0.001725801,0.129282749,0.540981645,-0.048433697,0.105514763,0.531360098,0.002489308,0.156868080,0.531360098,0.002489308,0.156868080,0.531360098,0.002489308,0.156868080,0.020000000,0.060000000,0.020000000,0.008732519,-0.006621752,-0.004889351,0.007868433,-0.003669234,0.000080818,-9.549248250,-0.207067195,-0.000000000,9.551493023,-0.002686997,-0.004637758,-0.069869647,-0.001724466,-0.002766328,-0.099946854,0.010040674,0.028574124,0.030212457,1.441297157,-0.845246169,-4.590194713,2.171160122,-1.998662010,-0.034689377,0.274752401,-0.564289507,-0.934394588,1.281376253,-0.169014137,-0.301927855,0.420067122,-0.688853229,1.763352243,1.304079290,-0.289185110,-0.240547893,-0.145314721,0.124563723,-2.697746831,-0.022703038,0.120170973,-0.061379962,0.000000000,3,0.946751486,2.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.145531723,0.099053937,-0.604924443,1.008465045,1.465465945,1.518602152,-0.509328767
1.277000000,1,0.522133122,0.008344442,0.134088869,0.530882421,0.001723035,0.129182802,0.540961384,-0.048435900,0.105428577,0.531360098,0.002489308,0.156868080,0.531360098,0.002489308,0.156868080,0.531360098,0.002489308,0.156868080,0.020000000,0.060000000,0.020000000,0.008749299,-0.006621407,-0.004906067,0.007848043,-0.003764533,0.000063210,-9.550395661,-0.212644474,-0.000000000,9.552762687,-0.003091795,-0.007579703,-0.069915343,-0.001724466,-0.002766328,-0.099946854,0.012536198,0.036571719,0.019297377,1.497907177,-0.567882391,-4.584103547,2.112525634,-2.294485366,-0.005855745,0.414569052,-0.514704371,-0.897689677,1.269554217,-0.145440414,-0.274057199,0.420067122,-0.688853229,1.763352243,1.304079290,-0.289185110,-0.240547893,-0.005498070,0.174148858,-2.661041919,-0.034525074,0.143744696,-0.033509307,0.000000000,3,0.953595543,2.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.322627196,-0.210485559,-0.443710847,1.333906236,1.429763462,1.812605565,-0.575790991
1.278000000,1,0.522114089,0.008340088,0.134005539,0.530880696,0.001720269,0.129082855,0.540939873,-0.048439334,0.105341796,0.531360098,0.002489308,0.156868080,0.531360098,0.002489308,0.156868080,0.531360098,0.002489308,0.156868080,0.020000000,0.060000000,0.020000000,0.008766607,-0.006619819,-0.004922685,0.007822269,-0.003870003,0.000053143,-9.551859560,-0.218740278,0.000000000,9.554363839,-0.005491636,-0.006492880,-0.072426134,-0.001724466,-0.002766328,-0.099946854,0.016422121,0.052831350,0.015413598,1.821033912,-0.667713038,-4.265744176,2.026991853,-2.854269030,0.016697322,0.487287668,-0.449428253,-0.842520521,1.252082129,-0.150793283,-0.239012468,0.420067122,-0.688853229,1.763352243,1.304079290,-0.289185110,-0.240547893,0.067220546,0.239424976,-2.605872764,-0.051997162,0.138391827,0.001535425,0.000000000,3,0.951847177,2.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.289232357,-0.998985068,-0.501551138,2.165386788,1.366997690,2.467353505,-0.668009580
1.279000000,1,0.522094434,0.008337785,0.133921859,0.530878972,0.001717502,0.128982908,0.540918035,-0.048440581,0.105254591,0.531360098,0.002489308,0.156868080,0.531360098,0.002489308,0.156868080,0.531360098,0.002489308,0.156868080,0.020000000,0.060000000,0.020000000,0.008784538,-0.006620282,-0.004938951,0.007795989,-0.003977805,0.000036638,-9.553345213,-0.225021867,0.000000000,9.555994956,-0.007932663,-0.004927847,-0.073218080,-0.001724466,-0.002766328,-0.099946854,0.021892763,0.064844473,0.012207143,2.149918837,-0.814542001,-4.168289676,1.910181885,-3.277020184,0.034226689,0.489956727,-0.374854270,-0.771661703,1.230682183,-0.184587587,-0.200163875,0.420067122,-0.688853229,1.763352243,1.304079290,-0.289185110,-0.240547893,0.069889605,0.313998959,-2.535013945,-0.073397108,0.104597523,0.040384018,0.000000000,3,0.947041087,2.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.224277458,-1.536672650,-0.596050906,2.784131247,1.284348113,2.983001455,-0.735129287
1.280000000,1,0.522079577,0.008340160,0.133841716,0.530877247,0.001714736,0.128882961,0.540902153,-0.048436841,0.105171073,0.531360098,0.002489308,0.156868080,0.531360098,0.002489308,0.156868080,0.531360098,0.002489308,0.156868080,0.020000000,0.060000000,0.020000000,0.008797671,-0.006625424,-0.004958755,0.007768614,-0.004074246,0.000005503,-9.554877625,-0.230776371,0.000000000,9.557664158,-0.009810738,-0.002746793,-0.075087477,-0.001724466,-0.002766328,-0.099946854,0.022875379,0.072982108,0.022204952,2.402742775,-1.019113632,-3.933673371,1.885801197,-3.560122846,0.018738718,0.429462719,-0.307641787,-0.691491336,1.210222729,-0.241542936,-0.166106789,0.420067122,-0.688853229,1.763352243,1.304079290,-0.289185110,-0.240547893,0.009395596,0.381211443,-2.454843579,-0.093856561,0.047642174,0.074441104,0.000000000,3,0.941917172,2.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.096859535,-1.992084131,-0.729603850,3.274738810,1.276782829,3.345744249,-0.755427930
1.281000000,1,0.522065622,0.008338718,0.133759825,0.530875523,0.001711970,0.128783014,0.540886660,-0.048437169,0.105085965,0.531360098,0.002489308,0.156868080,0.531360098,0.002489308,0.156868080,0.531360098,0.002489308,0.156868080,0.020000000,0.060000000,0.020000000,0.008809901,-0.006626748,-0.004976810,0.007743264,-0.004168439,-0.000015437,-9.556305148,-0.236318809,0.000000000,9.559226677,-0.009982572,-0.002832796,-0.077324644,-0.001724466,-0.002766328,-0.099946854,0.021657768,0.074229607,0.025513338,2.427337905,-1.009097860,-3.649320577,1.903370095,-3.625760109,0.011391664,0.311598652,-0.258729431,-0.603470871,1.194030360,-0.319077479,-0.142480430,0.420067122,-0.688853229,1.763352243,1.304079290,-0.289185110,-0.240547893,-0.108468471,0.430123799,-2.366823113,-0.110048930,-0.029892369,0.098067463,0.000000000,3,0.942585823,2.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.094875181,-2.211217560,-0.727037227,3.454155402,1.296416850,3.432168187,-0.758163709
1.282000000,1,0.522055107,0.008342704,0.133680910,0.530873798,0.001709203,0.128683067,0.540875316,-0.048431917,0.105004000,0.531360098,0.002489308,0.156868080,0.531360098,0.002489308,0.156868080,0.531360098,0.002489308,0.156868080,0.020000000,0.060000000,0.020000000,0.008818692,-0.006633500,-0.004997843,0.007716745,-0.004250252,-0.000042581,-9.557792899,-0.241207057,0.000000000,9.560836049,-0.009088949,-0.001438050,-0.077347754,-0.001724466,-0.002766328,-0.099946854,0.020900659,0.071045435,0.024440905,2.309217456,-1.141537459,-3.650743418,1.910130503,-3.548223082,0.008808853,0.139590850,-0.230500391,-0.507469330,1.183000741,-0.416097278,-0.130470175,0.420067122,-0.688853229,1.763352243,1.304079290,-0.289185110,-0.240547893,-0.280476272,0.458352839,-2.270821572,-0.121078549,-0.126912168,0.110077718,0.000000000,3,0.942272491,2.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.024105015,-2.109195463,-0.799458638,3.319262044,1.292387434,3.337193111,-0.745999099
1.283000000,1,0.522049506,0.008338691,0.133606372,0.530872074,0.001706437,0.128583121,0.540868289,-0.048435021,0.104926727,0.531360098,0.002489308,0.156868080,0.531360098,0.002489308,0.156868080,0.531360098,0.002489308,0.156868080,0.020000000,0.060000000,0.020000000,0.008822568,-0.006632254,-0.005023251,0.007690254,-0.004315556,-0.000050755,-9.559300254,-0.244999119,0.000000000,9.562439329,-0.008859200,-0.002637234,-0.077976146,-0.001724466,-0.002766328,-0.099946854,0.022793461,0.068858635,0.017655325,2.279030041,-1.027737735,-3.572789233,1.862718003,-3.502813291,0.021176868,-0.077048031,-0.218700369,-0.413663282,1.176051270,-0.524729581,-0.127715094,0.420067122,-0.688853229,1.763352243,1.304079290,-0.289185110,-0.240547893,-0.497115153,0.470152860,-2.177015525,-0.128028020,-0.235544471,0.112832799,0.000000000,3,0.939750276,2.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.094010626,-2.098471779,-0.734198007,3.287584436,1.261151600,3.293954748,-0.749843586
1.284000000,1,0.522045932,0.008339171,0.133529280,0.530870350,0.001703671,0.128483174,0.540864440,-0.048433336,0.104847070,0.531360098,0.002489308,0.156868080,0.531360098,0.002489308,0.156868080,0.531360098,0.002489308,0.156868080,0.020000000,0.060000000,0.020000000,0.008824417,-0.006635501,-0.005046106,0.007663241,-0.004370142,-0.000073813,-9.560821131,-0.248302738,0.000000000,9.564044905,-0.009724944,-0.001808320,-0.081222803,-0.001724466,-0.002766328,-0.099946854,0.024168900,0.069413229,0.017106193,2.394724278,-1.103288705,-3.160580005,1.827357949,-3.537399244,0.021520129,-0.325523311,-0.215137812,-0.323265485,1.171000400,-0.640784228,-0.129727014,0.420067122,-0.688853229,1.763352243,1.304079290,-0.289185110,-0.240547893,-0.745590433,0.473715417,-2.086617727,-0.133078890,-0.351599118,0.110820879,0.000000000,3,0.935400716,2.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.050847819,-2.371257277,-0.782602030,3.526571033,1.239766573,3.392039075,-0.752562118
1.285000000,1,0.522048671,0.008342830,0.133458199,0.530868625,0.001700904,0.128383227,0.540868374,-0.048428437,0.104774318,0.531360098,0.002489308,0.156868080,0.531360098,0.002489308,0.156868080,0.531360098,0.002489308,0.156868080,0.020000000,0.060000000,0.020000000,0.008819954,-0.006641925,-0.005074972,0.007641697,-0.004393607,-0.000106909,-9.562018070,-0.249914658,0.000000000,9.565283420,-0.008358687,-0.000320565,-0.080329930,-0.001724466,-0.002766328,-0.099946854,0.021150543,0.059052688,0.023338650,2.211528927,-1.245307393,-3.280729290,1.882490666,-3.204518032,-0.003605593,-0.591496633,-0.220505129,-0.231131150,1.168269680,-0.762844593,-0.136584453,0.420067122,-0.688853229,1.763352243,1.304079290,-0.289185110,-0.240547893,-1.011563755,0.468348100,-1.994483393,-0.135809610,-0.473659483,0.103963440,0.000000000,3,0.935068746,2.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.046890983,-1.940162313,-0.868627307,3.062122488,1.277410492,3.020085926,-0.686516623
1.286000000,1,0.522055727,0.008342482,0.133389462,0.530866901,0.001698138,0.128283280,0.540877124,-0.048427722,0.104704590,0.531360098,0.002489308,0.156868080,0.531360098,0.002489308,0.156868080,0.531360098,0.002489308,0.156868080,0.020000000,0.060000000,0.020000000,0.008811173,-0.006644344,-0.005106182,0.007625053,-0.004395765,-0.000137941,-9.562937011,-0.250294971,-0.000000000,9.566211991,-0.006841395,0.000232767,-0.078972337,-0.001724466,-0.002766328,-0.099946854,0.021175574,0.048594445,0.028080357,2.007539288,-1.299096293,-3.459951961,1.878478329,-2.863329215,-0.024787339,-0.855463895,-0.241931479,-0.151293762,1.170065875,-0.878345536,-0.151795325,0.420067122,-0.688853229,1.763352243,1.304079290,-0.289185110,-0.240547893,-1.275531017,0.446921750,-1.914646005,-0.134013416,-0.589160426,0.088752568,0.000000000,3,0.932798259,2.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.096123075,-1.465074851,-0.915686705,2.558257294,1.282245750,2.637836387,-0.620022688
1.287000000,1,0.522065454,0.008338307,0.133318830,0.530865176,0.001695372,0.128183333,0.540888455,-0.048431222,0.104633673,0.531360098,0.002489308,0.156868080,0.531360098,0.002489308,0.156868080,0.531360098,0.002489308,0.156868080,0.020000000,0.060000000,0.020000000,0.008799722,-0.006642935,-0.005135497,0.007614009,-0.004377347,-0.000156893,-9.563548951,-0.249402957,0.000000000,9.566800425,-0.006111362,-0.000845207,-0.081103097,-0.001724466,-0.002766328,-0.099946854,0.016669655,0.038841003,0.029997251,1.908047227,-1.195278159,-3.189920043,1.964789326,-2.541203417,-0.040035137,-1.100377674,-0.277494776,-0.092910103,1.175988714,-0.977948777,-0.174161287,0.420067122,-0.688853229,1.763352243,1.304079290,-0.289185110,-0.240547893,-1.520444797,0.411358453,-1.856262346,-0.128090576,-0.688763667,0.066386606,0.000000000,3,0.936154191,2.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.054462861,-1.266294100,-0.850957846,2.284142693,1.348775718,2.302336685,-0.567245195
1.288000000,1,0.522079761,0.008336237,0.133254381,0.530863452,0.001692605,0.128083386,0.540906388,-0.048432306,0.104569653,0.531360098,0.002489308,0.156868080,0.531360098,0.002489308,0.156868080,0.531360098,0.002489308,0.156868080,0.020000000,0.060000000,0.020000000,0.008783691,-0.006643631,-0.005170995,0.007607352,-0.004334035,-0.000198815,-9.563884622,-0.247280324,0.000000000,9.567080883,-0.002877828,-0.001376109,-0.079796062,-0.001724466,-0.002766328,-0.099946854,0.011253773,0.020091370,0.035684683,1.473572192,-1.146570628,-3.362119499,2.071558155,-1.917855264,-0.073044709,-1.316012716,-0.320086802,-0.046217961,1.184228549,-1.063622119,-0.199750477,0.420067122,-0.688853229,1.763352243,1.304079290,-0.289185110,-0.240547893,-1.736079838,0.368766427,-1.809570203,-0.119850741,-0.774437009,0.040797416,0.000000000,3,0.935908783,2.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.058624451,-0.468202940,-0.822686428,1.387647144,1.427672282,1.572269938,-0.457300405
1.289000000,1,0.522099991,0.008332466,0.133193678,0.530861727,0.001689839,0.127983439,0.540931027,-0.048435196,0.104510100,0.531360098,0.002489308,0.156868080,0.531360098,0.002489308,0.156868080,0.531360098,0.002489308,0.156868080,0.020000000,0.060000000,0.020000000,0.008761736,-0.006642627,-0.005210239,0.007604427,-0.004263702,-0.000240761,-9.564007199,-0.243617787,0.000000000,9.567109455,0.001273857,-0.002296847,-0.076841834,-0.001724466,-0.002766328,-0.099946854,0.009702839,0.000357918,0.034231098,0.915640743,-1.062417825,-3.745739619,2.100865582,-1.260588695,-0.091258133,-1.493482824,-0.364792282,-0.014716594,1.193592693,-1.131008982,-0.225806889,0.420067122,-0.688853229,1.763352243,1.304079290,-0.289185110,-0.240547893,-1.913549947,0.324060947,-1.778068837,-0.110486597,-0.841823872,0.014741004,0.000000000,3,0.933073682,2.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.030513004,0.500253731,-0.777660369,0.321914097,1.448659553,0.779254039,-0.353264286
